,createDate,displayImageUrl,displayName,hasProfanity,hasSpoilers,isSuperReviewer,isVerified,rating,review,score,timeFromCreation,updateDate,accountLink,displayName,realm,userId
43,2019-08-29T01:31:19.124Z,,Kirollos N,False,False,False,False,STAR_4,"The Lion King is directed by Jon Favreau, the director of The Jungle Book 2016, screenplay by Jeff Nathanson and starring Donald Glover, Chiwetel Ejiofor, Billy Eichner, Seth Rogen, Beyoncé Knowles and James Earl Jones once again as Mufasa.

The Lion King is Disney's 3rd Live-Action remake this year. And in case you haven't watched the original, the plot is about Simba, a lion prince, after his father's death takes an adventure, and during this adventure he finds out that there's more in life than what he expected.

The original Lion King movie is my favorite animated movie of all time, and it's in my top 3 movies of all time too, I think it's a masterpiece in every way possible, so I was super-excited to see how could they turn that masterpiece into a Live-Action remake, and I find it a little bit weird to call it ""Live-Action"", because technically, it's animated but in a very realistic way! We'll get to that point later.
I was also afraid, because The Lion King is so close to my heart, I grew up watching it, so I was afraid to see this movie fail or something, but fortunately it didn't!

The Lion King has an impressive visual effects, it never felt CGI-ed or anything, it was so real, the details were very impressive, I like that very much, because the original was richly drawn with amazing colors, it's the best 2D animated movie ever made, and it was revolutionary, so it's good to see the Live-Action remake revolutionary too! But as it was impressive and pleasant to the eyes, it was also emotionless! That's my biggese with this movie, that there's no emotion is this movie, every scene it's just lions moving their mouths and words coming out, or just animals doing stuff, you never get attached to them the same way you did in the original, because in the original you saw them smile, cry, laugh.. you saw their emotions, and that touched us so deep sometimes, but in this movie, it wasn't even near to the original.

The movie was also shot-by-shot a remake, for some that could be a huge problem, for me that all I wanted to see from this movie, I didn't expect anything more, though the movie adds 30 minutes, it didn't add enough to the story, it's just the plot of the original, and I'm okay with that, even the soundtrack was almost the same, same songs -only one new-, same OST by the same composer, so technically, they didn't do anything creative, or more than what they did back in 1994. It was all about nostalgia, to feel nostalgic to your childhood, and it did that perfectly, but there's no point to make this move, except for making somethings more clearer than the original, more animals talking, because that was weird to see only the main characters talking in the original, things that can make more sense than the original.. and money!

The casting choices are amazing, everyone made a great job, to see James Earl Jones back as Mufasa, it added something more to the movie, Donald Glover was amazing as Simba, JD McCrary as young Simba too.. Seth Rogen as Pumba was magnificent, unfortunately, there's a so little of him in that movie, Chiwetel Ejiofor as Scar was the MVP of this movie, though he wasn't that great as Jeremy Irons, but he was so good as a villain! Billy Eichner as Timon is the worst, he didn't add anything to his character, and he was so emotionless, he wasn't that funny, even though, Timon was the hilarious part of the original, but Billy Eichner didn't do it right!

The movie has 30 min more, and -as I said- they made added more sense sometimes, but sometimes they added scenes just to make it to almost 2 hours, and they even deleted some scenes of Rafiki, there were so little of him in this movie! The original has a great scene between Simba and Rafiki, and it's not in this one anymore.

The Lion King gave justice to the original, though it did lack of emotions, and added some unnecessary scenes, and deleted an important scene, some of the changes were welcome, some not very, but still it was very good to see a great Live-Action remake from Disney again!

I'm gonna give The Lion King an A-!

Thank you guys, for reading another review of mine, if you liked this, click on my name up above and see all my reviews, look forward to my review of the original Lion King. Thanks again!",4.0,4d ago,2019-08-29T01:31:19.124Z,/user/id/976704669,Kirollos N,RT,976704669
44,2019-08-29T00:44:57.398Z,,Joey K,False,False,False,True,STAR_5,it was very realistic,5.0,4d ago,2019-08-29T00:44:57.398Z,,Joey K,Fandango,04f360da-cec4-4454-8967-7b399341b36b
45,2019-08-29T00:30:23.048Z,,Kim,False,False,False,True,STAR_4,Liked the cinematography,4.0,4d ago,2019-08-29T00:30:23.048Z,,Kim,Fandango,f0d6a582-a7dc-4020-84f3-98e40e07a1b6
46,2019-08-29T00:08:02.957Z,,Leticia,False,False,False,True,STAR_5,Such a great movie for the entire family!!!,5.0,4d ago,2019-08-29T00:08:02.957Z,,Leticia,Fandango,E5CAB5EE-898C-4F0D-B0F2-C6346BDBE74C
47,2019-08-28T23:49:38.184Z,,Scott,False,False,False,True,STAR_2_5,I don't think this remake added anything to the story.  I struggled to see why it was made.,2.5,4d ago,2019-08-28T23:49:38.184Z,,Scott,Fandango,39878fc7-ecb7-4c11-ad1f-a8cc010b70be
48,2019-08-28T23:44:24.871Z,,Julie K,False,False,False,True,STAR_5,I really caught the little updates to the jokes and dialogue. Beautifully done. Music was incredible.,5.0,4d ago,2019-08-28T23:44:24.871Z,,Julie K,Fandango,e66edbc1-d295-4b31-9b91-7b8575839a8b
49,2019-08-28T23:43:41.739Z,,S,False,False,False,True,STAR_1,donald glover is a little n***** b****,1.0,4d ago,2019-08-28T23:43:41.739Z,,S,Fandango,34093D02-7C94-40DA-952E-0939142814BD
50,2019-08-28T23:34:31.673Z,,Kenneth S,False,False,False,True,STAR_3,"Glad they stayed along with the animated story, songs were good, story line was good, it was more the rumba and Timon jokes were dry seemed out of place with the voices used in these characters but and ok movie will not buy for my home colletion",3.0,4d ago,2019-08-28T23:34:31.673Z,,Kenneth S,Fandango,e1d7a15c-86f6-44f2-a046-82be0a5a134a
51,2019-08-28T23:28:45.401Z,,Triddy,False,False,False,True,STAR_3_5,It was ok it felt like the characters were sometimes reading from the script in moments like it didn’t come across smooth in some dialogue. Certain songs didn’t hit like the original. Beyonce is a great singer but her tone didn’t flow well with the movie. I loved the new songs she added in for the soundtrack and movie. Overall it wasn’t a horrible remake but could have been better.,3.5,4d ago,2019-08-28T23:28:45.401Z,,Triddy,Fandango,1E31BC72-489E-4B2A-AF94-CE5770D380D6
52,2019-08-28T23:24:56.433Z,,Quintashia L,False,False,False,True,STAR_1,"it was terrible, ruined my favorite childhood movie",1.0,4d ago,2019-08-28T23:24:56.433Z,,Quintashia L,Fandango,0B4ED5CE-DF63-481B-973C-133641A6C7C2
53,2019-08-28T21:36:56.796Z,,sheri s,False,False,False,True,STAR_4_5,I wish it would have had a few more funny scenes.,4.5,4d ago,2019-08-28T21:36:56.796Z,,sheri s,Fandango,49b1b0bb-7dde-4b92-be48-018054eb2d4a
54,2019-08-28T20:54:08.793Z,,Cheryl,False,False,False,True,STAR_5,Took the grandkids and the movie was so real. I can’t believe how Disney made those animals come to life. Excellent!!!,5.0,4d ago,2019-08-28T20:54:08.793Z,,Cheryl,Fandango,8A2E407E-7232-412A-872E-133FB652FBDC
55,2019-08-28T20:16:05.697Z,,Crystal S,False,False,False,True,STAR_5,Loved to graphics to the movie! Recreation was just Spectacular!!,5.0,4d ago,2019-08-28T20:16:05.697Z,,Crystal S,Fandango,18a6e4ec-5911-4cba-bbd9-a0ffbd93ae21
56,2019-08-28T20:12:52.058Z,,Anne D,False,False,False,True,STAR_5,Loved the scenery and animals. Very realistic ang beautiful.,5.0,4d ago,2019-08-28T20:12:52.058Z,,Anne D,Fandango,62163C48-29DF-476B-98F4-BC7C296DCDEE
57,2019-08-28T17:41:49.607Z,,Wendy W,False,False,False,True,STAR_2,"Disney kept it original but timon and pumba didn't do the hula chant very disappointed. They sang ""be our guest"" song from beauty and the beast movie. It was just ok. I prefer the cartoon better.",2.0,4d ago,2019-08-28T17:41:53.994Z,,Wendy W,Fandango,e5776f98-fbf7-4d9e-bc87-e54ab209e09e
58,2019-08-28T17:35:39.501Z,,Cory,False,False,False,True,STAR_1,"There was more to not like about the remake of this classic movie, then to like about it.  Key scenes are not alternated, but changed completely. The acting is so-so. You will notice the difference in personalities and characteristics of the characters. They had no attempts of trying to preserves the original nature of the classic characters. The staple of this movie is two things, it’s music and it’s drama. First, the singing was very difficult just to like, not even love. Second, the drama was completely taken out of the movie from the cinematic and animations to the voiceovers. The new dialogue wasn’t good and to top it off some character sound like they were reading off the script. It equaled a lifeless performance. The only thing in this movie that was honestly great was the instrumentals. I could continue further into my review, but I think the point is clear. If I had never seen the original, this movie would leave me wonder if there was an original movie. Overall it was flat, mostly boring. A Tuesday movie at best, I give it a D -",1.0,4d ago,2019-08-28T17:37:24.935Z,,Cory,Fandango,67A35B89-97AA-4E2B-91CB-A7F77C60736C
59,2019-08-28T17:25:11.405Z,,Roman Viveros,False,False,False,True,STAR_5,"Oh.this movie is amazing, lots the fun",5.0,4d ago,2019-08-28T17:25:11.405Z,,Roman Viveros,Fandango,ccde64b2-c2f4-44a5-a9e7-7f05eb58b248
60,2019-08-28T17:21:49.461Z,,cathleen m,False,False,False,False,STAR_4,My 19 year old daughter loves The Lion King. She wanted to see it so badly but I wasn't impressed with the reviews. None of her friends wanted to go either. I AM SO HAPPY I WENT. The movie was amazing. A must see in the theater! I just wish there was more of Pumba & Timone. They were so funny. I didn't want it to end. Go see it...you wont be sorry!,4.0,4d ago,2019-08-28T17:21:49.464Z,/user/id/978215846,cathleen m,RT,978215846
61,2019-08-28T17:14:58.768Z,,sm g,False,False,False,False,STAR_4,Very good remake but not for younger children.,4.0,4d ago,2019-08-28T17:14:58.768Z,/user/id/970255216,sm g,RT,970255216
62,2019-08-28T17:03:55.783Z,,Cheryl,False,False,False,True,STAR_5,"This movie was great!  I would definitely recommend anyone that loved the  original go see this version, it is great!",5.0,4d ago,2019-08-28T17:03:55.783Z,,Cheryl,Fandango,c1a5b118-5254-43a0-82fe-bdcb703731a2
63,2019-08-28T16:59:00.716Z,https://graph.facebook.com/v3.3/511313232/picture,Jason J,False,False,False,False,STAR_4,I thought it was well done. I prefer the original but if i watched this on its own i would have still enjoyed it.,4.0,4d ago,2019-08-28T16:59:00.716Z,/user/id/798825861,Jason J,RT,798825861
64,2019-08-28T16:06:37.601Z,,FERNANDO S,False,False,False,True,STAR_2_5,cartoon was funnier.,2.5,4d ago,2019-08-28T16:06:37.601Z,,FERNANDO S,Fandango,e0c882d0-5523-40dc-a89b-30fda2dcf9c3
65,2019-08-28T16:01:33.852Z,,Robert,False,False,False,True,STAR_3_5,It was good for the kids👍,3.5,4d ago,2019-08-28T16:01:33.852Z,,Robert,Fandango,3973A894-68AD-4571-ADCC-14634109E692
66,2019-08-28T15:25:59.108Z,,viewer 2,False,False,False,True,STAR_4_5,loved seeing the live animals...so sweet,4.5,4d ago,2019-08-28T15:25:59.108Z,,viewer 2,Fandango,2f031b0e-a061-4f9a-b803-612ecbbd8aa8
67,2019-08-28T14:57:51.869Z,https://graph.facebook.com/v3.3/128980461751100/picture,Richie C,False,False,False,False,STAR_0_5,"It's purely just for old fans of the movie or people who saw the movie as a kid like me just more watered down. I don't like what disney is doing with it's ""timeless"" movie, because people can look back on old lion king and say ""wow I remember why I love this"" but I can't see that for the new lion king. So overall 1/10",0.5,4d ago,2019-08-28T14:57:51.869Z,/user/id/978215688,Richie C,RT,978215688
68,2019-08-28T14:20:54.644Z,,Bubbas V,False,False,False,False,STAR_3,"The Lion King is Disney latest and the most anticipated live-action remake of the year! While it can take pride in its graphics and looks, the film overall loses me within several things that are crucial to the Lion King.  

  Firstly, the voice acting. For the most part, the voice acting in the film sounds unnatural and like they were purely reading from a script.  Some of the highlighted talent in the film would have to be Seth Rogen (Pumba), Billy Eicher (Timon), and JD McCary (Young Simba) and the rest of the Hyena trio. James Earl Jones was okay but didn't surprise me at all with his performance. However, the voice of Scar, Chiwetel Ejiofor, is exceptionally good. 

  Secondly, the lack of emotions on pretty much every character. One of the many things that the animated '94 film got away with was the emotions. It was animated so biology never really played a factor. Due to the realism of the film, the dance sequences/songs, and many of the character development scenes felt flat and bland. While I enjoyed the dance sequences it just felt bland at the same time. Specifically the I Can't-Wait to be King scene fell far down due to realism.  I was seriously and mentally preparing myself for the death of Mufasa and sadly while it was still sad and the same besides one iconic shot being change, the entire sequence felt emotionless and nearly didn't affect as much as it did back in 1994. 

  In conclusion, I enjoyed The Lion King for what it was. It was a bland re-telling of the beloved classic. While I loved some changes added to Nala's character and the epic fight sequence, the film overall fell flat for me. 

The Lion King gets a C. ",3.0,4d ago,2019-08-28T14:20:54.644Z,/user/id/978212416,Bubbas V,RT,978212416
69,2019-08-28T13:23:04.679Z,,NannyDeWill,False,False,False,True,STAR_4,"Billy Eichner and Seth Rogen made me laugh out loud.  JEJ reprising Mufasa was wonderful and so necessary. The music was toe-tappingly good. I agree with a previous reviewer that Jeremy Irons voiced a much more evil Scar. The hyena update about personal space-hilarious! A visually stunning film, and what can I say about Rafiki? Mystical, magical... and those eyes! Go see it...you won't be sorry.",4.0,4d ago,2019-08-28T13:23:04.679Z,,NannyDeWill,Fandango,b76b2638-1ccc-4fac-9670-53640b6b75cf
70,2019-08-28T12:26:46.894Z,,Quesa,False,False,False,True,STAR_4_5,My son and I enjoyed the modern version however I’m going to always choose the classic animated version.,4.5,4d ago,2019-08-28T12:26:46.894Z,,Quesa,Fandango,BA4C0A9E-051D-41F2-98EC-BB692D8DC683
71,2019-08-28T11:05:11.325Z,,Caroben,False,False,False,True,STAR_1,Scenes were changed. Very upset. It’s nothing like the original Disney movie,1.0,4d ago,2019-08-28T11:05:11.325Z,,Caroben,Fandango,7FBB26E3-7273-46E5-90B1-4CA53D635A4D
72,2019-08-28T10:38:20.748Z,,Mary L,False,False,False,True,STAR_5,"Extremely well done! I enjoyed it as much as I did the animated version. Entertaining to watch. I just wish they ledt in the line, ""They call me MR. PIG!"" when fighting the hyenas, so maybe this gets a 4.9 which rounded to a 5!",5.0,4d ago,2019-08-28T10:38:20.748Z,,Mary L,Fandango,711729d2-149d-4429-866f-d51fb6212354
73,2019-08-28T10:26:45.585Z,https://graph.facebook.com/v3.3/10219070377616996/picture,Charley H,False,False,False,False,STAR_2_5,"Just not got the charm of the original, the effects were fantastic but if I was to ever watch Lion King I would never put this one on over the original 

",2.5,4d ago,2019-08-28T10:26:45.585Z,/user/id/977899953,Charley H,RT,977899953
74,2019-08-28T10:08:47.218Z,https://graph.facebook.com/v3.3/1833355732/picture,Christopher B,False,False,False,False,STAR_4,Jon Favreau is a master director who knows what he's doing.  He retells this story with an excellent new cast and stunning visuals.  A must see in iMax to be fully appreciated.  ,4.0,4d ago,2019-08-28T10:08:47.218Z,/user/id/911706347,Christopher B,RT,911706347
75,2019-08-28T06:47:34.897Z,,Noah,False,False,False,True,STAR_5,"This movie was phenomenal! Really revitalized a significant aspect of my childhood! Cheers, Lion King!",5.0,4d ago,2019-08-28T06:47:34.897Z,,Noah,Fandango,0407405D-7453-48EA-B3ED-CB9E678AF404
76,2019-08-28T06:21:08.779Z,,DnDsMama,False,False,False,True,STAR_3_5,i like that they did not change the story at all.. the songs that we loved as kids are still there..,3.5,4d ago,2019-08-28T06:21:08.779Z,,DnDsMama,Fandango,250323C9-50CB-4500-BBA1-699251F55B82
77,2019-08-28T04:38:42.849Z,,Uncle Rasputin,False,False,False,True,STAR_4,CGI excellent and played very close to the cartoon. Still preferred the cartoon version. Not sorry I went!,4.0,4d ago,2019-08-28T04:38:42.849Z,,Uncle Rasputin,Fandango,c49bd05f-b2fa-433e-9717-0cb3e6a1db86
78,2019-08-28T03:52:37.761Z,,Alberto,False,False,False,True,STAR_5,I love this movie! So many mixed emotions!,5.0,5d ago,2019-08-28T03:53:18.650Z,,Alberto,Fandango,80B6E346-44A7-4573-87EC-CE224007A101
